,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7233,2014-07-29,485000.0,1924069071,7234,5,1,2140.0,43124.0,1,0,2,4,7,1220.0,920.0,1962.0,0.0,98027,47.5516,-122.085,2520.0,14677.0
7234,2014-09-23,315000.0,2571900430,7235,4,2,2740.0,8400.0,1,0,2,3,8,2740.0,0.0,1993.0,0.0,98022,47.1947,-122.008,2030.0,8638.0
7235,2015-04-03,560000.0,8673400052,7236,3,2,1370.0,1193.0,3,0,0,3,8,1370.0,0.0,2003.0,0.0,98107,47.67,-122.392,1320.0,1180.0
7236,2014-08-12,444000.0,5104511630,7237,4,3,2800.0,7198.0,2,0,0,3,8,2800.0,0.0,2002.0,0.0,98038,47.3538,-122.013,3610.0,7845.0
7237,2015-05-07,325000.0,3438500168,7238,3,1,1060.0,7488.0,1,0,0,5,7,1060.0,0.0,1977.0,0.0,98106,47.5549,-122.356,1300.0,6780.0
7238,2014-09-16,118125.0,1446403850,7239,2,1,790.0,7153.0,1,0,0,4,6,790.0,0.0,1944.0,0.0,98168,47.4869,-122.324,810.0,7128.0
7239,2015-01-14,212000.0,1446403850,7240,2,1,790.0,7153.0,1,0,0,4,6,790.0,0.0,1944.0,0.0,98168,47.4869,-122.324,810.0,7128.0
7240,2015-03-09,428900.0,5416500950,7241,4,2,2820.0,5056.0,2,0,0,3,9,2820.0,0.0,2006.0,0.0,98038,47.3591,-122.038,2820.0,5150.0
7241,2015-01-23,510000.0,8096600050,7242,3,2,1850.0,9600.0,1,0,0,3,7,1850.0,0.0,1968.0,19980.0,98011,47.7671,-122.225,1770.0,9600.0
7242,2014-05-23,416000.0,1473000020,7243,3,1,1110.0,9762.0,1,0,0,4,7,1110.0,0.0,1963.0,0.0,98052,47.676,-122.15,1900.0,9720.0
7243,2014-10-09,950000.0,722039049,7244,4,3,3230.0,438213.0,2,0,0,3,9,3230.0,0.0,1999.0,0.0,98070,47.4141,-122.47,1600.0,144619.0
7244,2015-02-27,204000.0,2212210660,7245,3,1,1460.0,7140.0,1,0,0,4,7,980.0,480.0,1980.0,0.0,98031,47.3954,-122.191,1400.0,8572.0
7245,2014-10-13,7700000.0,6762700020,7246,6,8,12050.0,27600.0,2,0,3,4,13,8570.0,3480.0,1910.0,19870.0,98102,47.6298,-122.323,3940.0,8800.0
7246,2014-10-07,878000.0,5608010980,7247,4,2,3480.0,13421.0,2,0,0,3,11,3480.0,0.0,1995.0,0.0,98027,47.5504,-122.097,3290.0,9642.0
7248,2015-01-30,350000.0,1005000250,7249,2,1,840.0,5551.0,1,0,0,3,6,840.0,0.0,1952.0,0.0,98118,47.5354,-122.28,1270.0,4652.0
7249,2014-06-10,659500.0,7974700122,7250,3,1,1820.0,5500.0,1,0,0,4,8,1620.0,200.0,1957.0,0.0,98115,47.6737,-122.283,2330.0,6050.0
7250,2015-03-13,395000.0,1775910460,7251,3,2,1630.0,15200.0,1,0,0,3,7,1120.0,510.0,1988.0,0.0,98072,47.7454,-122.103,2050.0,15200.0
7251,2014-07-08,308950.0,3797300190,7252,4,2,1920.0,8562.0,2,0,2,4,7,1920.0,0.0,1994.0,0.0,98022,47.1932,-122.008,1820.0,8628.0
7253,2014-10-16,710000.0,3918400143,7254,4,3,2750.0,7500.0,1,0,0,5,8,1630.0,1120.0,1966.0,0.0,98177,47.7134,-122.361,2440.0,7500.0
7254,2015-04-28,175000.0,1022049182,7255,1,1,620.0,8685.0,1,0,0,4,5,620.0,0.0,1976.0,0.0,98198,47.4095,-122.29,1300.0,12150.0
7255,2015-03-27,508800.0,3578400780,7256,3,2,1720.0,10098.0,1,0,0,4,8,1140.0,580.0,1981.0,0.0,98074,47.6231,-122.043,1840.0,10098.0
7256,2014-10-09,606400.0,6905200050,7257,3,3,1800.0,5000.0,1,0,2,3,8,1500.0,300.0,1929.0,0.0,98119,47.6475,-122.371,1670.0,5000.0
7257,2014-05-28,245100.0,303100080,7258,3,1,1300.0,7958.0,1,0,0,3,7,1300.0,0.0,1996.0,0.0,98092,47.3162,-122.194,1640.0,8698.0
7260,2015-01-05,469500.0,1774000780,7261,4,2,1930.0,13041.0,1,0,0,4,8,1180.0,750.0,1980.0,0.0,98072,47.7502,-122.085,1880.0,10234.0
7261,2014-11-06,195000.0,2421039075,7262,3,1,1190.0,14777.0,1,0,0,4,7,1190.0,0.0,1965.0,0.0,98023,47.2933,-122.377,2240.0,8325.0
7264,2014-10-30,1200000.0,8965520190,7265,3,2,3420.0,16622.0,1,0,4,3,10,2410.0,1010.0,1991.0,0.0,98006,47.5638,-122.105,3460.0,14566.0
7266,2015-05-07,555500.0,1245500250,7267,2,1,920.0,10000.0,1,0,0,4,7,920.0,0.0,1981.0,0.0,98033,47.6938,-122.21,1340.0,10000.0
7267,2015-05-12,440000.0,9828700005,7268,3,1,1040.0,4000.0,1,0,0,3,7,1040.0,0.0,1950.0,0.0,98122,47.6178,-122.292,1170.0,4000.0
7268,2015-04-23,485000.0,5101402312,7269,3,1,1260.0,7250.0,1,0,2,3,7,960.0,300.0,1940.0,0.0,98115,47.6947,-122.311,1540.0,7250.0
7271,2015-03-30,700000.0,9346910500,7272,3,2,2060.0,10650.0,1,0,0,5,8,1050.0,1010.0,1976.0,0.0,98006,47.5627,-122.137,2690.0,8850.0
7273,2014-12-01,800000.0,922059169,7274,6,4,5480.0,189050.0,2,0,0,4,10,5140.0,340.0,1991.0,0.0,98031,47.412,-122.168,2470.0,10429.0
7274,2014-07-08,440000.0,123059071,7275,3,2,1860.0,217800.0,2,0,2,3,8,1860.0,0.0,1998.0,0.0,98059,47.5157,-122.107,2500.0,217800.0
7275,2014-10-29,600000.0,1626069069,7276,3,2,1350.0,187313.0,1,0,0,4,7,1350.0,0.0,1997.0,0.0,98077,47.7369,-122.049,2310.0,49222.0
7277,2014-06-19,506000.0,7640400250,7278,2,1,1570.0,8210.0,1,0,0,4,8,1150.0,420.0,1952.0,0.0,98177,47.7221,-122.371,1680.0,8196.0
7278,2015-03-11,474950.0,4477000290,7279,4,1,2030.0,15400.0,1,0,1,3,9,1130.0,900.0,1975.0,0.0,98166,47.4603,-122.365,2040.0,12425.0
7279,2014-12-11,654000.0,8127700440,7280,3,2,2570.0,5500.0,1,0,0,4,7,1320.0,1250.0,1961.0,0.0,98199,47.6417,-122.397,1460.0,6250.0
7281,2014-08-11,620000.0,9195700380,7282,4,2,1530.0,7845.0,1,0,0,4,7,1030.0,500.0,1981.0,0.0,98027,47.5589,-122.082,1710.0,7627.0
7282,2014-10-28,390000.0,1425059174,7283,3,2,1510.0,10827.0,2,0,0,3,7,1510.0,0.0,1984.0,0.0,98052,47.654,-122.127,1900.0,10908.0
7283,2014-06-30,550000.0,2155000290,7284,3,2,1720.0,9600.0,1,0,0,4,7,1220.0,500.0,1967.0,0.0,98052,47.6581,-122.126,1720.0,9600.0
7285,2014-08-27,465000.0,5561400440,7286,4,2,3030.0,47958.0,1,0,0,3,8,1660.0,1370.0,1980.0,0.0,98027,47.4598,-122.004,2740.0,36017.0
7287,2014-11-20,700000.0,1923039022,7288,2,1,1679.0,577605.0,2,0,0,3,9,1679.0,0.0,2001.0,0.0,98070,47.463,-122.475,1850.0,358934.0
7289,2014-09-10,375000.0,2780700020,7290,4,2,1900.0,9428.0,2,0,0,3,8,1900.0,0.0,1978.0,0.0,98028,47.7628,-122.244,1830.0,10480.0
7290,2014-06-17,547000.0,1868901815,7291,4,1,1720.0,2800.0,1,0,0,4,7,1200.0,520.0,1926.0,0.0,98115,47.6743,-122.299,1530.0,3500.0
7291,2015-04-03,525000.0,4022902715,7292,5,3,2480.0,10277.0,2,0,0,5,8,1640.0,840.0,1993.0,0.0,98155,47.7726,-122.286,2270.0,10277.0
7292,2014-06-19,285000.0,225039145,7293,3,1,1210.0,4731.0,1,0,0,3,7,1210.0,0.0,1901.0,0.0,98117,47.6865,-122.397,1450.0,5264.0
7293,2014-05-20,570000.0,9274203390,7294,2,1,1540.0,4025.0,1,0,0,4,7,1190.0,350.0,1908.0,0.0,98116,47.5876,-122.391,1950.0,4420.0
7294,2015-03-24,409000.0,4397000020,7295,3,2,2740.0,9168.0,2,0,0,3,9,2740.0,0.0,1991.0,0.0,98042,47.3835,-122.148,2690.0,10554.0
7295,2014-06-08,260000.0,9415950020,7296,4,2,1811.0,4381.0,2,0,0,3,8,1811.0,0.0,2007.0,0.0,98055,47.454,-122.19,1811.0,4150.0
7296,2014-09-16,348000.0,2591830020,7297,4,2,2720.0,7697.0,1,0,0,4,8,2120.0,600.0,1987.0,0.0,98058,47.4391,-122.161,2340.0,7700.0
7297,2014-08-06,389000.0,3211200460,7298,4,1,1520.0,9800.0,1,0,0,4,7,1520.0,0.0,1971.0,0.0,98034,47.7303,-122.236,1540.0,7700.0
7298,2014-12-17,445000.0,2297400250,7299,4,2,2160.0,7200.0,1,0,0,4,7,1220.0,940.0,1976.0,0.0,98034,47.7177,-122.224,1790.0,7614.0
7299,2014-07-21,400000.0,9268200440,7300,3,1,1390.0,4602.0,1,0,0,3,7,930.0,460.0,1981.0,0.0,98117,47.6944,-122.366,1230.0,4800.0
7300,2014-09-15,302000.0,255580190,7301,4,2,1740.0,7895.0,2,0,0,3,7,1740.0,0.0,1999.0,0.0,98001,47.3401,-122.282,1720.0,6813.0
7301,2014-10-21,798000.0,6352600680,7302,3,2,2849.0,9588.0,2,0,0,3,10,2849.0,0.0,2001.0,0.0,98074,47.6487,-122.079,3190.0,8897.0
7302,2014-07-24,335000.0,1829700050,7303,2,1,1440.0,8842.0,1,0,0,3,7,840.0,600.0,1950.0,0.0,98155,47.7443,-122.325,1650.0,8461.0
7303,2015-01-07,585000.0,7859960250,7304,4,2,3000.0,6892.0,2,0,0,3,8,3000.0,0.0,2005.0,0.0,98072,47.7623,-122.165,3000.0,6589.0
7304,2015-04-28,2500000.0,6072800170,7305,4,4,3330.0,24354.0,1,0,0,4,10,3330.0,0.0,1961.0,0.0,98006,47.5708,-122.192,3880.0,25493.0
7305,2014-12-01,555000.0,6373000130,7306,4,2,1720.0,2300.0,1,0,0,3,7,860.0,860.0,1940.0,20140.0,98116,47.5762,-122.412,1720.0,4680.0
7306,2014-08-25,3100000.0,4131900066,7307,3,3,3920.0,13085.0,2,1,4,4,11,3920.0,0.0,1996.0,0.0,98040,47.5716,-122.204,3450.0,13287.0
7308,2014-06-18,265000.0,1311200460,7309,4,1,2050.0,7100.0,1,0,0,3,7,1050.0,1000.0,1963.0,0.0,98001,47.3395,-122.28,1950.0,7350.0
7309,2015-01-05,330000.0,3764800250,7310,4,2,1180.0,7275.0,1,0,0,3,7,1180.0,0.0,1965.0,0.0,98034,47.7301,-122.2,1210.0,7275.0
7310,2015-02-18,286000.0,6607000095,7311,4,1,1600.0,5750.0,2,0,0,4,6,1600.0,0.0,1902.0,0.0,98118,47.5437,-122.28,1690.0,5750.0
7312,2015-04-03,970000.0,5101403915,7313,2,1,1290.0,5376.0,1,0,0,3,6,1290.0,0.0,1945.0,0.0,98115,47.6966,-122.315,1180.0,5376.0
7313,2015-04-14,525000.0,7844200425,7314,4,2,2680.0,14157.0,1,0,0,3,8,1460.0,1220.0,1966.0,0.0,98188,47.4286,-122.292,2100.0,9199.0
7315,2014-10-10,469950.0,7905370440,7316,5,2,2310.0,8303.0,1,0,0,3,7,1300.0,1010.0,1975.0,0.0,98034,47.7212,-122.211,1930.0,8303.0
7316,2014-05-02,435000.0,2202500290,7317,4,1,1450.0,8800.0,1,0,0,4,7,1450.0,0.0,1954.0,0.0,98006,47.5746,-122.135,1260.0,8942.0
7317,2014-09-22,363500.0,3374500250,7318,4,2,2680.0,7700.0,2,0,0,4,8,2680.0,0.0,1990.0,0.0,98031,47.4094,-122.17,2400.0,7700.0
7318,2014-05-23,595000.0,5244800895,7319,2,1,1030.0,4500.0,1,0,0,3,7,830.0,200.0,1924.0,0.0,98109,47.6455,-122.352,1250.0,4000.0
7319,2014-11-12,275000.0,100100050,7320,3,1,1320.0,11090.0,1,0,0,3,7,1320.0,0.0,1955.0,0.0,98155,47.7748,-122.304,1320.0,8319.0
7322,2014-07-01,485000.0,203101330,7323,3,2,2440.0,47916.0,2,0,0,3,8,2090.0,350.0,1991.0,0.0,98053,47.6347,-121.958,2150.0,24000.0
7323,2014-12-15,1250000.0,2450000290,7324,5,2,3370.0,8113.0,2,0,0,3,9,3370.0,0.0,2005.0,0.0,98004,47.5812,-122.196,2470.0,8113.0
7326,2014-12-11,449888.0,7967600285,7327,3,2,2520.0,78408.0,2,0,0,3,9,2520.0,0.0,1988.0,0.0,98001,47.3514,-122.279,1490.0,29972.0
7327,2014-10-28,483000.0,7905200381,7328,2,1,1400.0,4720.0,1,0,0,4,7,820.0,580.0,1927.0,0.0,98116,47.5705,-122.392,1330.0,6786.0
7328,2014-11-20,445500.0,3992700585,7329,3,1,1880.0,9360.0,1,0,0,4,7,940.0,940.0,1941.0,0.0,98125,47.7131,-122.283,1390.0,7200.0
7329,2014-06-17,379900.0,7972601950,7330,5,3,2800.0,7350.0,2,0,0,3,7,2800.0,0.0,1995.0,0.0,98106,47.5273,-122.345,2190.0,7620.0
7330,2014-07-02,599950.0,6870310010,7331,4,3,2500.0,3080.0,2,0,0,3,8,1810.0,690.0,2008.0,0.0,98052,47.6749,-122.14,2060.0,3295.0
7332,2014-07-18,263000.0,6084600660,7333,3,2,1720.0,6847.0,2,0,0,3,7,1720.0,0.0,1987.0,0.0,98001,47.3266,-122.272,1610.0,7790.0
7333,2015-02-09,565000.0,325059126,7334,4,1,2170.0,12100.0,1,0,0,5,7,2170.0,0.0,1961.0,0.0,98033,47.6893,-122.164,1270.0,12844.0
7334,2014-05-12,950000.0,526069024,7335,5,3,4530.0,258746.0,1,0,0,4,9,3200.0,1330.0,2003.0,0.0,98077,47.7702,-122.066,3430.0,83199.0
7337,2014-10-29,922000.0,2818100255,7338,4,2,2620.0,14126.0,1,0,4,4,8,1620.0,1000.0,1941.0,0.0,98117,47.6983,-122.397,2620.0,8905.0
7338,2014-12-12,330000.0,1389310130,7339,3,2,1676.0,18778.0,2,0,0,3,7,1676.0,0.0,1997.0,0.0,98014,47.6521,-121.905,1410.0,18778.0
7339,2015-02-10,1530000.0,4139910250,7340,4,3,5850.0,35070.0,2,0,0,4,12,4410.0,1440.0,1990.0,0.0,98006,47.5485,-122.124,4830.0,36200.0
7340,2014-12-09,323000.0,5416100020,7341,3,1,1910.0,8329.0,1,0,0,3,8,1910.0,0.0,2004.0,0.0,98022,47.19,-122.016,2510.0,9259.0
7341,2014-07-10,554000.0,8682261650,7342,2,2,1670.0,4996.0,1,0,0,3,8,1670.0,0.0,2004.0,0.0,98053,47.7141,-122.031,1670.0,4996.0
7342,2015-04-10,500000.0,8100400170,7343,3,2,2050.0,11454.0,1,0,0,3,8,2050.0,0.0,1987.0,0.0,98052,47.6389,-122.11,1980.0,11424.0
7344,2014-07-15,340000.0,6882510020,7345,4,1,1800.0,5210.0,1,0,0,5,7,1080.0,720.0,1979.0,0.0,98118,47.5298,-122.28,1870.0,5365.0
7345,2015-04-06,560000.0,3459800020,7346,4,1,2230.0,6838.0,1,0,0,3,7,1320.0,910.0,1985.0,0.0,98008,47.5742,-122.118,1580.0,7500.0
7347,2014-11-07,279900.0,1395500020,7348,3,1,1400.0,10800.0,1,0,0,3,6,1400.0,0.0,1962.0,0.0,98034,47.719,-122.202,1430.0,10000.0
7348,2015-03-04,315000.0,807800020,7349,5,3,2110.0,10766.0,2,0,0,3,7,2110.0,0.0,2005.0,0.0,98030,47.3599,-122.176,1460.0,10400.0
7349,2014-06-21,849000.0,1563102880,7350,4,2,2160.0,6300.0,1,0,1,4,8,2160.0,0.0,1928.0,0.0,98116,47.5662,-122.404,1980.0,5152.0
7350,2015-02-10,325000.0,8937500020,7351,3,1,2420.0,14862.0,1,0,0,3,8,1380.0,1040.0,1977.0,0.0,98023,47.3301,-122.365,2550.0,14675.0
7351,2014-09-26,786000.0,629420480,7352,4,3,3320.0,8808.0,2,0,0,3,9,3320.0,0.0,2005.0,0.0,98075,47.592,-121.989,3160.0,9226.0
7352,2014-09-15,384000.0,8961950250,7353,5,2,3220.0,8160.0,2,0,0,3,9,3220.0,0.0,1999.0,0.0,98001,47.3154,-122.254,2876.0,11521.0
7354,2014-07-02,700000.0,3121500020,7355,3,2,2490.0,23891.0,2,0,0,3,9,2490.0,0.0,1993.0,0.0,98053,47.6716,-122.029,2900.0,34705.0
7355,2014-08-26,269500.0,2025700430,7356,3,2,1640.0,8395.0,1,0,0,4,7,1640.0,0.0,1991.0,0.0,98038,47.348,-122.035,1510.0,7180.0
7359,2014-06-06,1150000.0,8917100020,7360,3,1,2170.0,16600.0,1,1,2,3,10,1130.0,1040.0,1979.0,0.0,98052,47.6307,-122.088,3130.0,13875.0
7360,2014-12-16,406000.0,3205100010,7361,3,1,1370.0,7853.0,1,0,0,4,7,1370.0,0.0,1962.0,0.0,98056,47.5409,-122.18,1730.0,9465.0
7362,2014-07-07,295000.0,7823700005,7363,3,1,1940.0,7500.0,1,0,0,4,8,1940.0,0.0,1918.0,19850.0,98022,47.2062,-121.993,1650.0,7500.0
7363,2014-10-09,375000.0,8642600170,7364,4,2,1757.0,19370.0,1,0,2,5,7,1757.0,0.0,1955.0,0.0,98198,47.3974,-122.312,1850.0,11125.0
7365,2014-12-31,609000.0,4279600080,7366,6,3,2470.0,9267.0,2,0,0,3,8,2470.0,0.0,1982.0,0.0,98007,47.6025,-122.152,2470.0,9151.0
7366,2014-09-10,510000.0,6421100592,7367,3,1,1610.0,11950.0,1,0,2,3,7,1210.0,400.0,1984.0,0.0,98052,47.6705,-122.138,1610.0,9363.0
7367,2014-05-30,190000.0,7967200290,7368,3,2,1590.0,11745.0,1,0,0,3,7,1090.0,500.0,1978.0,0.0,98001,47.3553,-122.28,1540.0,12530.0
7368,2014-08-05,250000.0,7228501903,7369,1,1,780.0,1033.0,1,0,0,3,7,780.0,0.0,1922.0,19850.0,98122,47.6155,-122.306,1040.0,1319.0
7369,2014-11-07,295000.0,9275200080,7370,3,1,720.0,7450.0,1,0,1,1,5,720.0,0.0,1924.0,0.0,98126,47.584,-122.375,2600.0,7360.0
7370,2015-04-21,740000.0,8825900095,7371,3,1,1630.0,4080.0,1,0,0,4,8,1630.0,0.0,1927.0,0.0,98115,47.6756,-122.308,1950.0,4080.0
7371,2015-02-17,323000.0,7849201100,7372,3,1,1590.0,7759.0,2,0,0,4,7,1590.0,0.0,1912.0,19840.0,98065,47.5217,-121.819,1600.0,7200.0
7372,2015-03-03,713000.0,8562790980,7373,3,2,2310.0,1850.0,2,0,0,3,10,2020.0,290.0,2011.0,0.0,98027,47.5304,-122.073,2340.0,2155.0
7374,2014-10-27,460000.0,3897100275,7375,3,1,1660.0,9900.0,2,0,0,3,8,1660.0,0.0,1978.0,0.0,98033,47.6704,-122.184,1720.0,6600.0
7375,2015-04-07,880000.0,6745700190,7376,3,1,2070.0,5000.0,1,0,0,3,8,2070.0,0.0,1920.0,0.0,98144,47.5828,-122.291,2630.0,5000.0
7380,2015-01-07,1780000.0,5457300095,7381,4,3,3730.0,7071.0,3,0,2,3,11,3730.0,0.0,1985.0,0.0,98109,47.6292,-122.355,3730.0,7680.0
7381,2014-09-23,350000.0,1862400479,7382,3,3,1600.0,1298.0,3,0,0,3,8,1600.0,0.0,1999.0,0.0,98117,47.6954,-122.375,1600.0,1348.0
7382,2015-03-25,292500.0,8669160010,7383,3,2,2095.0,3438.0,2,0,0,3,7,2095.0,0.0,2008.0,0.0,98002,47.3523,-122.213,1805.0,3402.0
7383,2014-06-26,879000.0,2481630290,7384,4,2,4230.0,31747.0,2,0,0,4,10,4230.0,0.0,1985.0,0.0,98072,47.731,-122.132,4080.0,35576.0
7384,2014-06-12,1180000.0,8925100255,7385,4,2,3200.0,7500.0,1,0,1,5,8,1860.0,1340.0,1948.0,0.0,98115,47.6826,-122.274,2500.0,6500.0
7385,2015-02-13,584999.0,424069130,7386,4,2,2050.0,17859.0,1,0,0,4,7,1300.0,750.0,1967.0,0.0,98075,47.5945,-122.056,2960.0,20908.0
7391,2014-07-01,695000.0,4054710190,7392,3,2,2620.0,51354.0,2,0,0,3,9,2620.0,0.0,1998.0,0.0,98077,47.7211,-122.028,2620.0,37042.0
7392,2014-12-05,360000.0,5095400630,7393,4,1,1750.0,18810.0,1,0,0,3,7,1220.0,530.0,1977.0,0.0,98059,47.4719,-122.074,1840.0,17424.0
7393,2014-07-08,183500.0,1788300020,7394,3,1,1040.0,8892.0,1,0,0,4,6,800.0,240.0,1958.0,0.0,98023,47.3273,-122.349,820.0,9000.0
7394,2014-06-19,311000.0,3336001470,7395,3,1,1900.0,3000.0,1,0,0,5,7,1070.0,830.0,1903.0,0.0,98118,47.5255,-122.265,1130.0,6000.0
7395,2014-10-21,263000.0,1310960190,7396,3,1,1660.0,7210.0,1,0,0,4,7,1660.0,0.0,1977.0,0.0,98032,47.3609,-122.274,2150.0,7350.0
7399,2014-06-20,425000.0,2385200050,7400,3,2,2540.0,5612.0,2,0,0,3,9,2540.0,0.0,1999.0,0.0,98059,47.4965,-122.157,2380.0,6303.0
7402,2014-10-20,340000.0,4166800080,7403,4,2,2441.0,7316.0,2,0,0,3,8,2441.0,0.0,2007.0,0.0,98023,47.3237,-122.337,2724.0,7357.0
7403,2015-05-11,360000.0,1591600307,7404,3,1,1810.0,7200.0,1,0,0,5,7,1030.0,780.0,1959.0,0.0,98146,47.4993,-122.364,1950.0,8384.0
7404,2014-05-20,450000.0,926069132,7405,3,1,2060.0,44866.0,1,0,0,3,8,2060.0,0.0,1953.0,0.0,98077,47.7503,-122.051,2320.0,43995.0
7405,2015-03-26,552000.0,7130300170,7406,4,2,3160.0,8429.0,1,0,3,4,7,1620.0,1540.0,1982.0,0.0,98178,47.511,-122.251,1760.0,6780.0
7406,2014-08-05,294000.0,2599200460,7407,4,2,2930.0,12840.0,1,0,0,4,8,2930.0,0.0,1965.0,0.0,98092,47.2957,-122.187,1960.0,10920.0
7407,2015-03-13,663500.0,7214400005,7408,2,1,1310.0,5200.0,1,0,0,3,7,910.0,400.0,1946.0,0.0,98115,47.6784,-122.304,1320.0,4794.0
7408,2014-07-10,1980000.0,5017000470,7409,6,4,4800.0,9097.0,2,0,0,3,10,3580.0,1220.0,2007.0,0.0,98112,47.6259,-122.291,2180.0,6037.0
7409,2014-10-08,175409.0,8651402660,7410,4,1,1450.0,5530.0,1,0,0,4,6,1450.0,0.0,1969.0,0.0,98042,47.3613,-122.087,1060.0,5200.0
7410,2015-01-23,459000.0,8665900328,7411,4,3,1900.0,9077.0,2,0,0,3,7,1900.0,0.0,1954.0,20150.0,98155,47.7684,-122.304,1900.0,12868.0
7411,2014-05-14,339950.0,3881900321,7412,3,1,1050.0,5402.0,1,0,0,4,7,1050.0,0.0,1906.0,0.0,98144,47.5867,-122.311,1510.0,4685.0
7412,2014-10-29,393000.0,1524079028,7413,5,1,1610.0,15246.0,1,0,0,3,6,1610.0,0.0,1936.0,0.0,98024,47.5654,-121.894,1410.0,10500.0
7414,2015-04-13,485000.0,6073200020,7415,3,1,1020.0,9835.0,1,0,0,5,7,1020.0,0.0,1955.0,0.0,98006,47.5728,-122.179,1210.0,9622.0
7415,2014-07-22,250000.0,3243100050,7416,3,1,1250.0,7920.0,1,0,0,4,7,1250.0,0.0,1960.0,0.0,98059,47.4853,-122.126,1440.0,9648.0
7416,2014-10-30,935100.0,1693600080,7417,4,3,3200.0,8049.0,1,0,0,3,8,2700.0,500.0,1980.0,0.0,98005,47.5841,-122.172,1640.0,8506.0
7417,2015-04-14,245000.0,7140600020,7418,3,1,990.0,9599.0,1,0,0,4,6,990.0,0.0,1959.0,0.0,98002,47.2934,-122.215,1216.0,10364.0
7418,2015-04-29,670000.0,6388910280,7419,4,2,2850.0,25993.0,2,0,0,4,9,2850.0,0.0,1989.0,0.0,98056,47.5318,-122.17,2480.0,12672.0
7419,2014-12-12,1390000.0,2524000050,7420,3,3,4240.0,21578.0,2,0,0,3,10,3500.0,740.0,1994.0,0.0,98040,47.5614,-122.215,3120.0,16440.0
7421,2014-10-08,1250000.0,1732801300,7422,2,2,2310.0,3313.0,2,0,0,3,9,2310.0,0.0,2006.0,0.0,98119,47.6318,-122.365,2700.0,5670.0
7422,2014-08-27,203000.0,1685200020,7423,3,1,1490.0,8000.0,1,0,0,4,7,1200.0,290.0,1978.0,0.0,98092,47.3187,-122.18,1540.0,8000.0
7423,2014-09-01,583000.0,9510970050,7424,4,2,1840.0,4011.0,2,0,0,3,9,1840.0,0.0,2005.0,0.0,98052,47.6662,-122.083,2120.0,4011.0
7424,2015-04-02,575000.0,7156200005,7425,3,1,1740.0,9163.0,1,0,0,3,7,1740.0,0.0,1954.0,0.0,98125,47.705,-122.299,1490.0,6509.0
7425,2014-09-22,2580000.0,5316100780,7426,4,3,3280.0,3800.0,2,0,0,3,11,2880.0,400.0,2011.0,0.0,98112,47.6299,-122.28,2050.0,3800.0
7426,2015-03-16,1600000.0,9362000080,7427,5,3,4050.0,20925.0,2,0,3,3,10,3020.0,1030.0,1973.0,20050.0,98040,47.5348,-122.241,3880.0,18321.0
7427,2015-04-16,312500.0,2221800080,7428,4,2,2160.0,8755.0,2,0,0,3,7,2160.0,0.0,1993.0,0.0,98030,47.3585,-122.195,1990.0,7971.0
7428,2014-08-11,455000.0,2722059075,7429,3,2,2720.0,31314.0,3,0,2,3,8,2720.0,0.0,1986.0,0.0,98042,47.3689,-122.163,2290.0,15188.0
7429,2014-11-25,1310000.0,3459600440,7430,5,3,3650.0,16600.0,1,0,3,4,9,1860.0,1790.0,1978.0,0.0,98006,47.56,-122.144,3150.0,10400.0
7431,2014-07-18,325000.0,1223089016,7432,3,2,2450.0,49658.0,1,0,0,3,7,1770.0,680.0,1978.0,0.0,98045,47.486,-121.726,1340.0,121097.0
7433,2015-01-09,928950.0,2024059130,7434,4,3,3280.0,6000.0,2,0,0,3,9,3280.0,0.0,2014.0,0.0,98006,47.554,-122.19,2900.0,10108.0
7434,2014-10-10,489950.0,8019700010,7435,3,1,2480.0,10804.0,1,0,0,3,8,1800.0,680.0,1976.0,0.0,98177,47.7721,-122.367,2480.0,10400.0
7435,2015-04-15,550000.0,1785400780,7436,3,2,2120.0,18255.0,1,0,0,3,8,1590.0,530.0,1984.0,0.0,98074,47.6279,-122.037,2120.0,12997.0
7439,2015-02-10,277000.0,4303200130,7440,4,3,1960.0,5160.0,1,0,0,3,7,1170.0,790.0,2001.0,0.0,98106,47.5313,-122.36,1960.0,5160.0
7440,2014-06-12,545000.0,7731100066,7441,3,1,1510.0,5000.0,1,0,0,3,7,1510.0,0.0,1909.0,0.0,98105,47.6708,-122.297,1680.0,4000.0
7441,2015-04-07,615000.0,2770602335,7442,3,2,1490.0,1410.0,2,0,0,3,10,1300.0,190.0,2008.0,0.0,98199,47.6478,-122.383,1490.0,1715.0
7443,2014-07-30,597000.0,6632300567,7444,4,2,2340.0,7877.0,2,0,0,3,9,2340.0,0.0,2004.0,0.0,98125,47.73,-122.315,1920.0,9116.0
7444,2014-07-15,600000.0,7000100635,7445,3,1,940.0,19000.0,1,0,0,3,6,940.0,0.0,1945.0,0.0,98004,47.5828,-122.19,2280.0,19000.0
7446,2014-12-16,292000.0,7809200005,7447,3,1,1650.0,14633.0,1,0,0,4,7,1650.0,0.0,1958.0,0.0,98056,47.4984,-122.176,1370.0,12495.0
7448,2015-04-20,623000.0,7214780050,7449,4,2,2710.0,49044.0,2,0,0,3,9,2710.0,0.0,1988.0,0.0,98077,47.774,-122.08,2560.0,38190.0
